no,date,red1,red2,red3,red4,red5,red6,blue1,dummy_red1,dummy_red2,dummy_red3,dummy_red4,dummy_red5,dummy_red6,dummy_blue1
13148,20131217,06,11,12,14,17,22,01,11,16,9,7,6,19,14
13149,20131219,09,18,25,26,30,32,11,6,3,5,7,2,24,6
13150,20131222,01,15,16,25,26,29,10,8,19,4,10,27,26,8
13151,20131224,03,09,10,19,28,33,09,1,17,3,32,28,8,5
13152,20131226,04,06,14,16,18,29,05,18,33,27,26,32,4,16
13153,20131229,08,11,13,18,28,33,10,6,26,18,4,2,32,12
13154,20131231,07,11,14,19,24,29,05,6,23,19,2,12,31,4
14001,20140102,03,09,15,20,27,29,01,15,3,2,1,25,4,14
14002,20140105,04,21,23,31,32,33,04,13,20,16,24,17,25,6
14003,20140107,06,10,11,28,30,33,12,5,15,8,16,26,13,14
14004,20140109,01,04,19,22,24,25,15,6,20,28,27,16,14,15
14005,20140112,15,18,23,27,32,33,04,9,22,20,4,14,33,7
14006,20140114,03,04,07,17,21,27,14,25,8,1,11,4,15,9
14007,20140116,08,10,12,14,18,28,14,2,27,33,23,25,7,8
14008,20140119,05,14,16,21,29,30,12,24,8,1,14,20,31,13
14009,20140121,08,09,19,20,25,32,16,3,33,8,26,32,12,5
14010,20140123,05,07,08,20,31,33,11,4,25,26,21,2,30,6
14011,20140126,09,10,13,14,21,32,02,33,5,20,15,31,9,15
14012,20140128,01,08,11,19,21,24,08,3,6,10,14,31,23,14
14013,20140209,05,09,13,15,17,21,13,13,29,11,12,21,19,5
14014,20140211,04,09,19,22,25,29,15,9,4,24,19,2,10,5
14015,20140213,02,11,19,30,32,33,09,28,3,15,32,5,26,12
14016,20140216,02,03,07,13,21,24,08,16,7,21,9,14,15,9
14017,20140218,04,06,07,14,25,26,10,12,16,27,30,13,6,7
14018,20140220,13,17,18,21,30,33,15,18,1,13,23,33,2,1
14019,20140223,02,10,15,19,20,21,07,16,31,9,24,29,7,13
14020,20140225,09,14,17,23,24,25,15,22,13,10,31,17,7,13
14021,20140227,08,10,15,17,22,29,12,29,1,33,9,11,17,1
14022,20140302,04,06,07,10,21,26,16,30,19,16,18,9,17,15
14023,20140304,07,09,13,17,21,22,10,28,8,12,29,13,31,5
14024,20140306,08,10,16,20,23,30,09,27,28,31,18,20,12,11
14025,20140309,01,05,10,14,16,30,16,29,25,31,22,20,13,9
14026,20140311,01,02,05,06,11,23,14,1,18,30,29,22,21,15
14027,20140313,08,10,14,16,30,31,01,16,15,27,14,21,28,16
14028,20140316,06,16,21,27,30,32,05,15,28,1,22,16,11,13
14029,20140318,02,07,14,16,21,29,14,6,28,12,15,10,26,1
14030,20140320,12,18,19,23,24,30,10,15,22,5,1,23,11,15
14031,20140323,04,10,16,17,21,27,14,30,6,32,21,17,22,1
14032,20140325,01,02,14,22,29,33,07,31,10,16,9,13,8,10
14033,20140327,05,13,23,28,32,33,12,30,28,18,2,12,22,11
14034,20140330,01,03,04,08,25,31,06,14,23,4,24,18,13,11
14035,20140401,07,08,09,17,32,33,06,7,9,28,21,30,31,8
14036,20140403,01,07,08,09,11,22,03,26,21,14,31,18,17,8
14037,20140406,06,13,14,24,25,30,07,6,32,27,20,21,11,6
14038,20140408,04,07,22,23,24,33,16,12,30,7,22,29,6,14
14039,20140410,03,11,15,19,20,31,07,23,31,5,32,1,22,7
14040,20140413,03,04,06,11,12,15,08,7,14,22,24,12,10,8
14041,20140415,07,11,16,18,21,22,02,15,29,3,7,8,31,5
14042,20140417,12,15,20,25,28,33,14,24,33,11,4,16,3,1
14043,20140420,02,05,09,14,24,33,09,4,30,5,17,6,12,13
14044,20140422,04,09,21,27,28,33,12,25,6,1,21,23,9,12
14045,20140424,02,04,09,11,19,22,15,21,1,11,9,17,7,14
14046,20140427,02,10,11,17,18,22,10,15,23,33,20,11,32,14
14047,20140429,08,10,11,12,19,29,15,3,28,33,19,14,4,15
14048,20140501,06,09,16,17,24,25,16,1,12,11,4,31,17,3
14049,20140504,06,07,16,17,23,32,06,26,11,23,12,24,14,1
14050,20140506,03,17,23,25,26,32,13,21,23,32,11,33,12,15
14051,20140508,10,16,19,21,23,24,13,1,18,27,11,26,30,14
14052,20140511,09,13,15,28,30,33,08,20,18,12,21,15,2,14
14053,20140513,14,17,19,22,26,31,02,31,23,29,11,3,8,1
14054,20140515,01,04,05,11,29,30,14,28,2,30,6,15,33,1
14055,20140518,02,09,14,19,21,30,04,14,27,18,10,33,13,10
14056,20140520,01,11,18,20,28,29,01,12,2,19,15,29,17,10
14057,20140522,02,04,12,18,23,31,08,33,27,3,14,8,20,12
14058,20140525,02,03,12,13,14,25,11,1,20,12,15,27,17,16
14059,20140527,05,08,12,13,23,25,13,10,21,13,18,30,28,1
14060,20140529,03,05,14,18,25,33,06,26,23,30,15,10,31,11
14061,20140601,02,14,17,27,28,31,08,1,4,18,29,3,6,8
14062,20140603,06,09,15,24,25,26,09,18,14,9,24,22,16,15
14063,20140605,03,08,17,21,22,31,16,26,16,27,18,33,30,12
14064,20140608,02,09,15,16,29,32,14,19,18,22,23,4,9,6
14065,20140610,03,04,05,08,10,22,06,9,29,7,22,18,13,6
14066,20140612,02,05,15,17,18,21,16,31,11,8,17,27,7,11
14067,20140615,01,06,07,17,18,23,06,12,22,4,1,8,6,4
14068,20140617,04,12,13,22,27,29,16,10,28,15,30,26,23,5
14069,20140619,05,12,17,19,25,30,11,14,23,25,26,11,1,5
14070,20140622,01,07,09,19,28,29,07,29,17,31,4,25,5,3
14071,20140624,02,04,12,17,22,25,14,14,32,7,18,13,16,11
14072,20140626,01,03,07,13,19,32,16,17,16,33,4,24,5,3
14073,20140629,01,12,16,20,30,33,02,31,15,3,17,10,29,5
14074,20140701,01,03,06,13,30,31,12,11,6,31,24,28,4,11
14075,20140703,03,09,11,22,27,29,06,29,3,6,18,27,20,7
14076,20140706,06,10,12,17,18,33,11,21,8,3,18,15,20,12
14077,20140708,08,09,12,15,19,22,10,27,28,30,2,20,21,11
14078,20140710,02,03,05,06,09,17,07,10,7,21,11,24,27,5
14079,20140713,02,07,16,22,27,28,02,26,27,33,31,9,14,16
14080,20140715,05,14,16,17,25,30,07,31,8,7,28,5,11,7
14081,20140717,08,14,22,24,27,29,10,33,12,4,22,1,2,2
14082,20140720,02,04,20,25,26,29,11,32,21,14,23,25,9,9
14083,20140722,05,06,19,21,23,33,12,32,3,23,27,28,14,11
14084,20140724,01,06,09,10,13,25,08,19,8,11,4,15,24,11
14085,20140727,01,02,11,19,23,29,08,29,15,23,5,32,19,10
14086,20140729,02,04,10,12,14,30,08,22,33,1,12,18,19,15
14087,20140731,06,18,22,23,32,33,06,30,7,33,2,23,17,6
14088,20140803,03,06,11,14,16,29,15,15,8,17,5,6,2,3
14089,20140805,04,06,14,17,27,30,09,29,24,27,21,23,1,2
14090,20140807,05,09,11,19,24,32,13,9,13,21,20,7,15,12
14091,20140810,01,05,12,19,27,29,14,21,13,22,29,8,17,13
14092,20140812,03,13,18,19,22,26,07,18,14,24,11,30,16,1
14093,20140814,02,08,09,10,20,29,05,13,20,5,4,30,31,1
14094,20140817,01,10,18,20,23,29,01,13,29,4,28,25,16,9
14095,20140819,05,06,08,14,22,31,08,25,16,23,24,1,28,4
14096,20140821,12,14,17,19,22,24,08,9,6,16,12,11,24,3
14097,20140824,07,13,24,25,27,32,15,1,33,25,4,29,3,12
14098,20140826,02,13,17,20,29,31,07,20,16,1,17,4,21,15
14099,20140828,01,05,10,11,13,32,14,21,11,2,31,8,19,11
14100,20140831,01,06,09,10,14,16,11,30,1,17,21,19,10,7
14101,20140902,16,18,20,23,24,32,07,16,31,27,1,13,30,5
14102,20140904,14,16,21,24,28,31,13,32,26,25,1,20,22,9
14103,20140907,03,08,09,10,18,33,04,13,6,19,17,12,11,10
14104,20140909,02,06,12,19,27,28,13,4,11,17,18,10,8,11
14105,20140911,14,16,17,19,27,32,04,16,8,33,15,29,20,5
14106,20140914,09,14,17,18,21,25,15,17,31,18,11,5,23,12
14107,20140916,11,14,17,22,25,27,16,12,24,20,22,15,9,12
14108,20140918,03,08,09,20,23,28,02,11,18,20,21,16,23,5
14109,20140921,02,05,11,15,19,28,02,5,23,18,28,10,20,13
14110,20140923,01,08,11,13,19,30,06,17,25,31,27,30,32,13
14111,20140925,02,08,17,20,22,28,02,28,9,33,26,30,4,7
14112,20140928,01,15,16,21,24,30,03,10,33,18,20,17,32,5
14113,20140930,12,14,28,31,32,33,07,4,26,1,7,21,9,5
14114,20141002,02,07,23,30,32,33,10,12,23,3,31,30,33,12
14115,20141005,01,09,10,11,13,32,03,21,14,33,3,25,5,9
14116,20141007,09,10,14,15,19,29,16,3,5,24,13,19,14,6
14117,20141009,05,10,17,25,28,29,04,22,5,18,7,26,23,16
14118,20141012,05,07,15,18,26,30,03,22,29,7,27,16,31,3
14119,20141014,06,13,17,20,26,29,09,15,14,2,9,18,6,14
14120,20141016,01,07,12,16,23,28,04,9,17,12,7,31,11,11
14121,20141019,01,02,13,22,28,30,09,32,9,28,11,8,13,4
14122,20141021,06,09,11,16,20,29,11,2,22,10,31,33,3,9
14123,20141023,01,06,11,17,28,33,05,28,32,26,4,13,10,10
14124,20141026,02,17,20,24,31,33,04,33,17,12,32,20,31,3
14125,20141028,10,11,15,26,31,32,06,8,28,5,25,15,3,15
14126,20141030,06,11,16,17,22,27,01,20,21,22,33,11,8,4
14127,20141102,02,10,12,21,23,27,12,4,6,1,7,2,30,16
14128,20141104,05,07,08,17,18,24,14,17,2,10,23,9,30,9
14129,20141106,05,08,09,20,28,32,02,5,31,1,30,9,16,16
14130,20141109,01,02,10,24,30,33,10,24,13,11,21,28,14,11
14131,20141111,05,17,21,22,28,32,14,9,20,19,4,7,25,3
14132,20141113,05,06,14,15,18,33,08,5,26,31,18,23,16,15
14133,20141116,13,14,16,23,30,31,13,5,30,15,9,19,29,3
14134,20141118,05,16,22,23,26,28,02,6,7,33,22,2,5,4
14135,20141120,02,04,11,13,25,33,01,5,18,23,9,16,21,1
14136,20141123,03,16,19,27,31,32,10,9,16,26,10,4,15,7
14137,20141125,03,06,09,11,25,29,09,3,22,25,17,4,7,6
14138,20141127,04,06,13,29,31,33,13,2,31,20,12,4,24,11
14139,20141130,01,14,15,20,25,29,11,1,7,33,31,4,6,10
14140,20141202,06,10,11,14,17,33,06,3,6,2,24,21,9,8
14141,20141204,08,09,11,16,21,24,10,30,31,2,32,18,16,15
14142,20141207,06,21,22,23,25,28,13,25,27,20,12,24,17,9
14143,20141209,03,12,18,20,25,26,16,25,33,11,14,12,18,7
14144,20141211,03,05,06,09,10,27,14,9,31,20,23,19,12,2
14145,20141214,10,12,13,23,26,29,11,9,21,1,16,15,11,2
14146,20141216,01,06,13,20,29,32,01,1,9,15,8,19,20,3
14147,20141218,06,07,22,26,31,32,10,2,21,19,18,30,3,8
14148,20141221,01,02,05,12,15,16,13,29,1,22,32,10,23,12
14149,20141223,07,09,10,15,19,33,01,14,3,25,18,5,1,15
14150,20141225,03,08,14,22,24,32,09,28,17,10,25,22,18,11
14151,20141228,04,05,08,11,21,27,08,14,3,12,4,15,27,3
14152,20141230,08,13,15,20,21,25,12,1,29,6,32,2,21,4
15001,20150101,01,07,09,16,20,23,06,2,8,27,9,16,30,13
15002,20150104,07,15,16,25,28,32,05,7,2,5,28,13,24,13
15003,20150106,10,15,20,23,24,31,15,2,1,30,11,24,28,1
15004,20150108,02,14,15,16,23,24,10,11,8,17,22,15,29,6
15005,20150111,07,10,16,17,18,32,15,6,19,21,7,12,8,9
15006,20150113,01,10,11,29,31,33,13,24,33,21,11,32,1,1
15007,20150115,01,07,09,17,20,33,08,9,24,3,15,26,19,3
15008,20150118,04,07,10,16,20,22,03,27,19,22,18,7,15,3
15009,20150120,04,07,14,17,21,25,14,13,29,4,1,8,28,13
15010,20150122,01,02,03,08,21,31,09,31,17,20,26,29,1,3
15011,20150125,04,14,15,17,18,20,15,25,6,8,23,5,21,14
15012,20150127,03,05,22,23,29,31,06,10,27,19,17,23,15,11
15013,20150129,08,09,24,25,26,29,01,17,4,12,5,6,20,4
15014,20150201,02,12,16,19,27,30,11,10,4,11,15,8,13,15
15015,20150203,01,07,20,24,25,33,04,2,3,9,10,20,28,2
15016,20150205,02,06,10,15,17,31,13,33,15,17,18,14,24,13
15017,20150208,13,18,20,25,27,33,12,32,11,24,30,26,18,4
15018,20150210,06,09,12,14,28,29,09,15,12,1,27,22,26,6
15019,20150212,02,06,11,19,25,26,04,24,3,15,4,9,10,2
15020,20150215,01,04,07,19,22,23,04,29,15,23,25,1,7,6
15021,20150217,14,15,16,17,27,28,08,31,30,5,21,2,33,1
15022,20150226,04,07,10,16,23,25,10,4,29,26,27,17,22,8
15023,20150301,08,09,10,13,29,30,01,33,25,8,29,1,7,14
15024,20150303,09,11,16,18,23,24,10,2,11,31,29,33,10,7
15025,20150305,10,11,12,15,27,32,14,8,18,19,15,30,14,6
15026,20150308,02,13,17,21,22,33,13,30,22,17,6,8,1,4
15027,20150310,05,07,09,16,26,29,07,30,28,16,2,23,3,1
15028,20150312,04,07,10,26,27,28,14,11,17,8,2,33,1,4
15029,20150315,07,14,15,19,21,28,07,23,24,14,12,10,2,13
15030,20150317,08,11,14,15,16,26,07,28,32,5,10,29,22,11
15031,20150319,01,05,07,22,26,32,11,32,30,4,10,16,7,14
15032,20150322,11,14,16,18,29,32,16,23,33,20,27,19,8,4
15033,20150324,03,06,21,29,31,32,05,16,4,8,24,1,10,15
15034,20150326,12,13,17,18,20,27,13,19,2,27,32,33,30,14
15035,20150329,01,08,09,22,24,33,03,3,8,33,1,32,10,8
15036,20150331,04,06,16,17,26,33,03,33,3,27,14,12,20,2
15037,20150402,05,07,12,18,28,31,03,27,20,13,8,29,24,9
15038,20150405,05,06,11,12,14,33,14,18,25,5,21,22,14,14
15039,20150407,01,13,15,26,29,30,12,19,26,12,21,1,4,14
15040,20150409,13,16,18,27,30,32,16,25,13,22,31,5,30,4
15041,20150412,04,09,11,17,21,25,06,1,12,21,31,8,27,9
15042,20150414,09,10,19,21,23,32,08,19,14,31,33,3,18,10
15043,20150416,11,12,15,24,26,27,15,28,5,11,10,4,17,4
15044,20150419,02,03,04,13,14,16,02,20,7,31,9,26,1,11
15045,20150421,01,05,13,22,30,31,07,9,4,21,23,16,33,16
15046,20150423,05,07,10,14,23,31,01,30,22,29,9,1,31,13
15047,20150426,02,03,20,24,26,27,09,2,8,1,25,14,27,5
15048,20150428,13,16,17,22,25,27,10,12,27,31,16,19,20,9
15049,20150430,07,12,14,17,20,23,05,5,13,11,32,30,22,4
15050,20150503,03,09,12,16,17,31,04,24,26,17,9,6,21,6
15051,20150505,04,10,24,26,28,32,09,31,19,1,11,12,20,1
15052,20150507,02,04,11,16,25,26,12,13,19,23,11,7,16,12
15053,20150510,03,07,17,22,32,33,10,19,9,3,21,27,26,7
15054,20150512,01,02,07,10,22,26,07,31,21,15,26,19,28,3
15055,20150514,01,10,15,18,19,28,02,10,27,3,29,31,25,5
15056,20150517,01,07,08,16,18,20,14,15,1,28,7,4,24,9
15057,20150519,09,20,24,25,26,32,04,29,1,31,3,26,2,14
15058,20150521,02,09,10,18,19,20,15,21,19,13,4,5,9,5
15059,20150524,02,06,09,16,25,32,14,33,25,23,18,16,5,10
15060,20150526,01,03,18,27,31,32,13,13,1,16,11,8,14,7
15061,20150528,06,18,22,26,32,33,04,12,23,21,33,6,29,11
15062,20150531,09,14,15,18,21,26,16,14,24,2,18,15,20,5
15063,20150602,01,07,09,16,22,32,12,26,17,27,22,5,14,3
15064,20150604,11,12,14,17,23,27,01,1,31,9,26,23,29,1
15065,20150607,08,10,14,19,26,29,12,4,22,24,17,30,10,4
15066,20150609,05,08,11,17,24,28,16,17,6,16,26,29,25,9
15067,20150611,02,05,08,24,25,31,14,14,11,32,13,31,17,13
15068,20150614,06,15,18,21,26,27,10,22,18,21,12,32,14,12
15069,20150616,01,13,17,18,23,30,15,21,18,29,2,15,24,11
15070,20150618,01,07,13,19,21,29,15,20,6,30,33,11,31,3
15071,20150621,08,18,20,28,29,31,08,12,6,10,17,11,26,2
15072,20150623,01,03,05,20,21,31,05,15,23,11,6,1,17,1
15073,20150625,01,02,17,22,26,27,04,21,25,30,8,28,7,2
15074,20150628,04,07,21,25,26,29,08,5,15,25,21,6,2,14
15075,20150630,06,11,13,19,21,32,04,25,16,19,21,22,31,2
15076,20150702,01,09,10,19,23,27,09,33,18,7,21,12,23,15
15077,20150705,01,06,08,10,13,27,16,32,12,28,26,14,30,3
15078,20150707,03,07,20,22,26,29,02,22,33,11,8,13,24,12
15079,20150709,09,14,15,20,26,32,11,3,19,31,27,32,20,7
15080,20150712,14,17,25,27,28,30,02,13,1,23,20,6,25,15
15081,20150714,13,20,22,26,28,31,13,16,18,15,7,12,3,14
15082,20150716,02,08,09,14,28,30,07,1,17,15,33,6,30,4
15083,20150719,06,07,16,18,29,32,05,29,7,26,22,17,13,8
15084,20150721,15,18,20,22,28,29,15,27,32,5,4,18,20,13
15085,20150723,02,08,25,27,28,29,05,7,31,19,6,5,15,2
15086,20150726,05,06,08,16,18,22,12,5,1,4,18,12,11,2
15087,20150728,09,15,16,19,20,28,11,32,21,14,12,31,7,3
15088,20150730,02,12,20,24,29,31,09,9,10,5,2,29,27,1
15089,20150802,12,14,19,27,28,29,01,4,2,7,33,31,21,16
15090,20150804,10,12,14,22,25,33,15,9,12,22,23,2,24,3
15091,20150806,05,07,17,19,22,31,11,29,31,22,30,14,7,6
15092,20150809,09,15,19,21,26,27,01,2,29,21,14,12,19,11
15093,20150811,01,03,13,21,25,31,08,6,10,19,21,30,20,8
15094,20150813,01,04,06,13,16,17,10,14,25,26,17,33,29,9
15095,20150816,04,15,21,28,30,31,04,7,8,10,31,9,30,10
15096,20150818,06,16,17,23,24,31,07,3,28,14,31,33,23,13
15097,20150820,09,12,14,20,26,27,04,11,33,14,23,8,3,4
15098,20150823,06,09,13,26,27,33,01,33,14,13,31,9,7,6
15099,20150825,06,07,10,11,14,22,09,13,18,20,4,16,29,6
15100,20150827,02,03,11,17,19,21,08,2,1,33,16,6,7,15
15101,20150830,08,16,22,24,28,29,05,31,23,24,27,15,4,14
15102,20150901,07,09,12,14,21,23,06,14,11,7,10,29,31,7
15103,20150903,06,08,13,26,30,32,14,25,13,7,3,23,18,11
15104,20150906,09,18,21,23,25,26,01,30,28,26,29,32,7,6
15105,20150908,09,10,16,19,20,26,12,26,23,16,29,20,32,4
15106,20150910,01,03,04,23,31,32,13,26,5,30,9,31,23,10
15107,20150913,07,14,16,18,21,25,08,20,3,21,23,6,8,6
15108,20150915,02,12,19,22,24,27,15,12,16,8,3,11,1,15
15109,20150917,01,08,09,16,32,33,13,33,21,12,3,7,14,9
15110,20150920,05,07,16,17,22,23,04,3,17,16,14,27,2,3
15111,20150922,08,14,16,18,20,30,12,31,2,3,6,14,15,14
15112,20150924,01,03,10,19,20,27,11,5,32,21,26,8,4,2
15113,20150927,01,05,07,08,19,27,12,24,28,21,33,22,23,7
15114,20150929,04,07,09,13,21,26,01,16,28,33,2,26,31,10
15115,20151001,01,07,08,14,24,32,03,8,13,19,10,18,24,15
15116,20151004,04,06,15,23,26,28,11,8,27,2,32,6,31,5
15117,20151006,04,11,12,18,26,32,12,6,26,16,5,10,28,10
15118,20151008,01,04,11,21,23,31,12,19,13,17,20,9,28,9
15119,20151011,02,08,10,18,23,31,08,32,11,4,19,28,24,11
15120,20151013,16,21,24,26,27,29,16,33,16,27,1,19,13,13
15121,20151015,01,03,20,21,28,29,12,24,27,18,33,6,29,2
15122,20151018,05,07,11,16,22,25,07,18,15,4,32,24,11,3
15123,20151020,05,08,09,12,22,28,07,2,3,23,10,18,27,2
15124,20151022,02,03,05,12,18,27,01,5,26,4,6,20,3,9
15125,20151025,05,13,22,27,30,33,10,9,15,20,33,11,32,3
15126,20151027,10,11,15,20,23,29,12,24,8,26,23,3,27,3
15127,20151029,07,10,19,22,27,33,06,21,33,10,23,7,1,16
15128,20151101,01,03,08,11,22,28,06,25,8,18,11,20,1,15
15129,20151103,05,08,11,16,18,27,04,14,33,30,26,29,31,11
15130,20151105,06,14,15,16,17,22,10,10,6,7,3,13,28,16
15131,20151108,10,12,13,19,22,26,03,7,33,27,14,16,19,14
15132,20151110,03,05,11,28,30,33,01,14,16,32,26,19,30,14
15133,20151112,02,03,13,20,22,24,15,22,3,8,24,1,25,7
15134,20151115,02,05,14,19,27,31,04,4,30,29,2,5,14,10
15135,20151117,01,12,14,18,26,32,07,1,2,3,27,17,19,3
15136,20151119,02,05,12,23,28,29,01,29,5,25,9,19,30,12
15137,20151122,14,22,23,27,28,31,12,1,4,29,17,15,27,15
15138,20151124,01,02,08,16,19,24,11,27,1,15,4,10,31,16
15139,20151126,01,10,13,18,25,27,09,18,17,25,15,27,23,6
15140,20151129,06,20,28,29,30,31,12,23,31,7,13,29,25,16
15141,20151201,03,08,19,25,27,28,02,1,12,15,13,18,19,13
15142,20151203,13,17,19,20,22,25,11,14,29,26,22,12,21,12
15143,20151206,13,15,19,20,21,32,04,25,30,3,13,17,8,16
15144,20151208,01,04,07,15,28,32,16,29,5,2,33,32,7,13
15145,20151210,07,08,15,19,20,24,13,17,19,1,14,24,30,3
15146,20151213,16,17,21,28,30,32,15,24,7,33,15,11,10,12
15147,20151215,08,09,16,23,24,30,05,32,25,26,15,5,9,3
15148,20151217,09,13,14,22,26,27,07,14,15,31,6,3,2,2
15149,20151220,09,10,20,21,22,33,09,16,10,27,18,12,11,4
15150,20151222,01,03,08,11,29,31,13,6,11,4,3,28,31,10
15151,20151224,05,06,08,23,31,32,11,6,18,25,1,7,31,1
15152,20151227,11,18,19,21,29,32,12,4,10,14,33,20,16,13
15153,20151229,08,11,15,22,27,29,03,23,31,25,11,20,10,11
15154,20151231,07,09,11,15,18,25,07,9,26,11,21,13,22,4
16001,20160103,06,13,16,18,20,22,13,22,25,12,33,31,13,8
16002,20160105,09,14,17,20,24,30,16,20,1,17,6,24,18,5
16003,20160107,01,10,14,23,26,28,01,3,33,30,28,8,7,2
16004,20160110,08,10,17,22,25,33,12,13,17,31,32,9,29,10
16005,20160112,11,14,18,20,31,33,14,20,9,16,26,29,15,10
16006,20160114,13,16,18,20,28,31,12,10,25,6,8,1,11,16
16007,20160117,05,12,14,20,27,29,06,32,11,7,33,6,19,2
16008,20160119,02,15,24,29,32,33,02,24,9,11,28,20,31,13
16009,20160121,10,14,24,25,27,32,04,3,20,31,4,5,22,1
16010,20160124,02,04,12,14,19,25,06,33,13,20,19,12,10,14
16011,20160126,03,08,10,15,22,29,12,25,8,24,26,2,33,2
16012,20160128,07,12,14,16,27,32,15,11,29,7,26,18,6,1
16013,20160131,07,12,21,22,26,31,01,3,27,28,5,8,12,11
16014,20160202,02,08,10,18,20,27,07,29,7,23,8,6,14,16
16015,20160204,01,02,14,22,25,26,07,32,16,6,20,13,5,5
16016,20160214,01,20,22,24,25,26,16,33,19,6,25,1,24,5
16017,20160216,05,06,08,20,22,30,05,18,23,2,29,22,25,12
16018,20160218,12,13,14,17,21,25,04,27,22,21,17,26,2,6
16019,20160221,06,13,16,17,23,30,10,1,15,29,3,11,14,1
16020,20160223,01,02,10,12,22,24,10,20,30,3,23,14,8,1
16021,20160225,09,11,13,22,24,26,05,1,33,30,20,4,6,12
16022,20160228,04,09,19,22,23,30,07,25,14,32,24,20,23,11
16023,20160301,03,06,10,19,25,29,07,30,25,4,26,17,28,10
16024,20160303,02,05,07,14,18,31,13,9,22,23,8,2,10,10
16025,20160306,04,11,12,17,24,30,12,8,20,32,9,7,16,6
16026,20160308,04,09,12,28,30,33,01,16,26,9,3,24,33,12
16027,20160310,11,13,15,17,19,31,05,8,24,2,7,22,5,7
16028,20160313,06,08,12,21,25,29,01,19,24,29,1,15,23,16
16029,20160315,12,15,18,20,21,27,15,17,25,28,24,30,16,5
16030,20160317,10,14,19,22,25,29,12,10,12,30,27,21,5,13
16031,20160320,03,08,10,19,26,33,03,23,25,12,18,6,13,15
16032,20160322,08,12,14,15,21,27,15,22,33,1,30,25,13,13
16033,20160324,06,17,18,20,27,29,15,28,17,8,9,24,12,10
16034,20160327,03,15,21,22,23,28,15,19,5,24,14,8,29,6
16035,20160329,04,13,19,20,26,29,11,23,9,15,13,14,27,8
16036,20160331,03,04,07,09,20,22,03,25,11,24,5,1,33,1
16037,20160403,06,15,26,31,32,33,16,6,19,5,10,7,13,10
16038,20160405,03,12,13,22,28,29,03,2,1,24,4,19,12,16
16039,20160407,01,03,07,18,19,27,16,15,1,4,6,9,14,16
16040,20160410,03,13,19,20,23,26,03,15,30,2,22,17,27,14
16041,20160412,12,17,18,21,22,24,04,22,12,20,19,24,10,11
16042,20160414,07,14,17,23,26,31,09,15,5,21,32,30,26,2
16043,20160417,05,14,20,26,30,33,12,1,28,14,18,22,11,4
16044,20160419,01,03,10,12,18,30,01,14,7,9,19,30,6,15
16045,20160421,04,09,12,17,30,32,03,29,18,28,2,16,21,5
16046,20160424,07,20,25,26,27,30,14,6,10,15,30,16,17,16
16047,20160426,02,05,08,15,17,22,16,10,19,17,16,14,31,4
16048,20160428,03,08,13,14,15,30,04,25,26,32,13,29,28,2
16049,20160501,06,08,13,14,22,27,10,22,29,18,2,21,10,15
16050,20160503,09,12,24,28,29,30,02,26,7,25,14,13,30,9
16051,20160505,01,02,04,09,15,33,12,6,18,30,13,4,20,16
16052,20160508,01,06,13,19,24,28,16,19,21,20,26,30,13,4
16053,20160510,02,08,10,12,29,31,01,1,14,12,9,26,21,15
16054,20160512,06,11,16,19,28,32,04,21,17,9,23,1,16,7
16055,20160515,05,06,10,16,22,26,11,6,33,11,5,10,23,16
16056,20160517,03,04,08,11,16,18,14,18,15,17,1,5,2,7
16057,20160519,07,12,19,22,23,26,11,2,16,30,3,1,4,9
16058,20160522,03,05,18,20,24,32,11,27,9,1,13,23,25,12
16059,20160524,04,11,12,20,25,28,15,2,10,32,11,26,3,8
16060,20160526,04,05,22,26,29,32,08,22,30,5,14,4,33,6
16061,20160529,05,06,08,18,20,32,08,12,8,6,7,16,26,4
16062,20160531,12,13,15,18,19,21,09,11,23,17,7,29,31,6
16063,20160602,16,17,18,23,28,32,07,20,22,16,24,26,3,1
16064,20160605,03,12,14,17,19,26,03,28,16,1,11,14,5,11
16065,20160607,13,16,22,25,26,27,14,14,8,24,28,29,25,8
16066,20160609,03,07,13,18,19,20,05,29,15,18,14,19,5,9
16067,20160612,09,13,18,20,27,31,04,8,14,29,15,24,30,12
16068,20160614,08,19,23,28,31,32,01,17,5,33,28,1,27,1
16069,20160616,08,10,11,20,21,27,11,6,7,28,4,15,33,16
16070,20160619,03,06,11,18,23,29,01,13,10,1,18,12,22,7
16071,20160621,19,21,26,28,29,32,01,29,6,26,14,22,28,10
16072,20160623,05,16,19,22,24,25,02,26,13,8,22,11,20,7
16073,20160626,09,11,12,15,16,20,13,27,32,13,17,9,22,1
16074,20160628,06,10,11,12,20,25,12,23,31,28,17,1,8,16
16075,20160630,01,03,06,16,29,32,07,6,10,30,20,32,4,2
16076,20160703,07,08,13,22,30,32,01,22,33,32,20,24,26,3
16077,20160705,01,09,17,19,20,29,10,20,9,29,16,24,11,5
16078,20160707,02,04,08,23,26,29,02,23,28,10,16,8,14,1
16079,20160710,01,03,10,12,24,28,02,29,33,9,32,14,28,12
16080,20160712,01,16,17,24,25,32,14,31,1,8,14,10,12,3
16081,20160714,02,06,15,25,30,32,07,15,13,4,29,24,2,11
16082,20160717,06,12,14,15,17,20,09,6,15,12,10,32,1,15
16083,20160719,09,16,17,24,30,31,04,31,9,26,21,20,29,1
16084,20160721,02,04,12,18,24,26,05,10,14,27,19,3,23,15
